ID,786,1899,795,1900,794,793,787,2330,2471,798,1965,1902,792,1984,803,816,1986,817,2331,1973,1065,2365,796,1981,819,1979,1992,820,821,1906,818,2018,1988,2007,2016,1993,2017,2335,846,825,822,1908,824,1983,2006,835,2020,2030,2024,1991,2023,2031,847,848,2005,2000,834,844,2033,1994,868,2025,2032,877,870,2019,845,2034,879,2334,869,2026,2008,2367,878,876,2035,2015,1998,2036,2366,875,2011,867,880,881,895,2038,2027,2037,894,884,1905,892,2012,2021,883,891,2009,893,882,2042,2039,2043,2028,897,896,889,2336,2372,885,1907,2044,2046,887,2373,898,886,2040,2047,2045,888,2048,2022,941,2053,2050,2054,2052
786,0.0,9066.54626725,11704.4931232,14137.1561719,15347.3636458,16135.4621634,16207.2516727,17182.5352253,19523.789692,21048.8139091,25502.0692592,26417.8800857,26554.3814632,31241.3570967,32604.8770091,32879.0540913,32987.1827865,33626.6251154,34691.3498974,36778.5797753,37589.2160878,38201.6912303,38723.9399562,39353.8651344,39934.0173682,42409.9061996,43102.0254362,44900.0167107,46931.8744859,47897.9875074,48726.953973,49162.3648164,49916.0865607,50609.5217248,50836.3460931,51249.0112865,52333.3342384,52979.403893,55201.4594487,55931.6140912,56175.4367772,56295.2123673,57267.993945,57688.6011162,60076.0118586,60478.9233354,60585.959272,61417.4701986,61932.6871628,63524.5939425,65227.2795757,65278.5065686,65772.086656,66497.5094831,66806.4321338,66863.9537746,67383.1685136,70902.0552965,71801.3667574,72854.1524414,73172.6908996,74034.7056129,74119.6486329,74486.800431,74983.9541178,76570.7866066,78981.1465019,79468.7652074,80177.4837645,81256.11458,81330.5222971,81578.0743497,83156.7976211,83383.4010185,83401.2775067,83481.1199899,84831.5283178,84991.5016492,84999.1938371,85044.2246733,86597.4660582,87531.9990749,88210.4284263,90293.6147195,90851.7185292,91835.2704894,93978.5169359,94356.0391015,94570.9084548,94797.6692595,95558.8059361,97064.5895882,98353.5656307,98622.9029308,99121.3960477,100644.479183,100984.530565,100987.602659,101096.973417,102016.662246,102454.630587,103107.726795,103418.40914,104218.74862,104352.82098,105405.831444,106227.518753,106723.490085,107672.629651,108641.803917,109005.852826,109202.538215,110768.461886,112820.972524,113072.888619,113181.397429,113383.227874,113903.714185,115511.311592,115519.839889,117372.315537,118521.821784,120456.519889,123431.991537,124209.288548,124396.958841,124873.820163,124936.148063,126595.935168
787,16207.2516727,21936.9965122,20408.9481937,29252.3141685,13448.5765206,9915.71071547,0.0,32755.2357409,35671.9385717,27263.4805392,40485.4621098,37111.5228331,14095.3728066,46588.380258,35815.0914134,30444.9720645,46177.6133148,25299.2285451,50100.5994435,52291.5244134,45103.3060538,45947.3955199,27124.0253048,55417.3852307,33036.4623057,58561.1880463,55922.8352667,45001.1578015,41286.8695858,53592.6134519,38816.1040136,60361.9188583,66027.3685136,64822.930819,59715.4033503,66958.8824814,64798.93572,68672.9832474,56390.5034875,47234.3421632,52988.5050676,62197.2025296,46769.5634494,73862.0808619,75272.1442271,54374.9206757,73973.9284578,72432.9393851,74374.2345903,79718.425993,79643.8814512,74511.5544377,69068.2685357,65498.3719329,72967.0610677,82531.851543,59121.6834174,65570.1529681,83133.4533424,88848.0688613,69452.0342647,87691.8553864,81967.0315031,76220.379709,74184.6480141,91344.52244,72177.3463276,89797.455024,84698.1606782,96588.4358351,78276.7510843,94439.0328769,98394.1093243,90444.4900939,85345.0223115,83410.3781315,93695.6195892,91698.800535,100922.974878,96509.6036598,95759.9129375,85770.9544264,102209.73892,86471.7461103,93679.7740052,96578.4653681,93562.2252623,103104.75207,107033.477249,105356.586411,93451.0625485,98218.6505375,104112.201571,95802.7564665,113446.750426,108049.823958,103858.354781,97432.5571084,116180.873131,100211.783132,106737.45324,111843.832773,115077.954691,114293.597549,117785.172908,104884.160012,104807.045902,107266.140205,120920.152948,110255.148893,110758.800613,115296.439844,121816.345955,121183.791133,116367.696256,121322.262503,112978.256652,118441.085285,127713.269003,125457.564411,124029.687319,120818.885946,131897.642772,128817.768301,127888.458988,132230.36668,135520.845516,131698.137802,135926.988448
792,26554.3814632,34328.7106622,24249.0376987,36158.650358,13937.9108253,10916.7274619,14095.3728066,43707.678773,45390.7891718,26497.0334136,52049.4083612,38246.6877059,0.0,52474.6856482,30470.8042015,21317.9779751,48997.2828688,12389.7486229,55941.372812,63233.5152674,42269.3324818,43237.6798512,13056.6487348,62850.3305578,20270.4048764,67863.0274186,57659.5906969,35996.2755241,28723.4501291,48401.4990668,24762.1740885,59999.4167612,73472.9808837,68038.2806491,57020.6717457,72956.3433361,65674.9966174,74588.6595268,47427.3965853,33322.4592833,41292.6577827,56659.9428231,32676.840096,82848.5929028,79899.444716,41184.7275226,75704.3974083,71340.2412195,74866.8499598,87652.5325121,82757.0528693,71491.8306098,61112.7528295,54687.466628,67182.7466658,88120.9688232,45212.8013764,52505.8121685,82056.1699789,95417.4262962,57041.7699834,89456.4145065,77383.7853101,66898.3366446,63269.2203989,94848.714288,58538.8318172,87450.2104838,77212.8828217,101147.865697,66050.4005576,94964.5710415,102718.55454,84930.638799,75951.4162889,72747.7561745,89773.9330577,85847.0588123,107091.896846,95273.0595011,92085.5340348,74100.1793364,104233.835406,73791.7219138,84740.1456414,89010.2841804,82532.3894769,98883.2856292,106822.699411,102941.690926,81504.1186865,88079.1464739,97221.5314178,83485.2884129,115853.434897,102499.447943,94786.7454531,84771.6446325,119977.024542,88348.5660981,98646.9792829,107465.172964,113760.258321,111221.752764,118746.11642,93659.8406803,93098.0825722,96634.3148538,121579.190479,100255.619383,100843.533713,108513.615908,119701.238662,116319.873709,107430.780062,116249.624619,101741.6025,110387.683982,126902.555963,122095.062149,117608.52445,111152.670481,130118.870164,121303.774499,119103.311917,126749.169331,132804.571002,125281.145944,131830.97489
793,16135.4621634,24577.5598598,13811.1596866,25323.4664276,4091.23162165,0.0,9915.71071547,33093.3806852,34527.2387007,18383.2446122,41560.7200906,29333.2296853,10916.7274619,41942.9286729,25982.0664701,20844.6344537,39450.23946,18009.9262593,45440.7078321,52502.5543226,35870.3647803,36759.3249209,22589.8476289,52063.3773055,25090.4608884,56946.6606367,48676.1777409,35194.3819709,32901.6961266,43887.6586641,32861.5889198,52146.4381905,62707.8554944,58468.1220771,50639.4222481,62487.2760783,57175.3923227,64145.5324613,46535.4185318,40513.7902709,43882.4199152,52469.5193113,41320.0640119,71939.7772782,69856.3850822,46335.9289378,66828.5437548,63986.5722887,66617.2404612,76838.2283835,73291.2834596,65407.1623083,59152.6055021,55964.6349991,63229.6237873,77802.8887858,52221.8689419,57287.0280244,74735.8014549,84861.6773933,60617.4674027,80615.1426989,72476.2305504,66367.173792,64648.9657816,85260.8726258,64576.1340103,80956.3405336,74800.9897195,91183.225737,69283.067133,86767.8770479,92839.6213163,80784.033976,75489.1074896,73779.1884397,84392.2070984,81983.4697758,96651.3891487,88089.4380666,86527.2301366,76471.5102149,95309.2261158,77742.7350044,83782.1707959,86682.5420674,84011.6147391,93742.2555051,99060.6998872,96529.1196389,84256.2715719,88451.8547137,94273.4780001,86801.483502,106776.839639,98406.4693507,93964.2639866,88652.693063,110325.520016,90960.7658426,96824.6301761,102455.736746,106666.001735,105270.416858,110373.437627,95374.5379318,95478.3402271,97588.6270259,113368.953036,100454.192353,100945.116744,105476.568365,113120.786934,111693.892077,106462.975975,111787.276868,103460.730049,108530.791187,119523.905891,116362.545581,114260.676602,110967.865383,123337.564491,118936.639837,117976.747374,122622.696486,126639.46878,121934.357013,126638.702892
794,15347.3636458,24289.1738382,10311.1975628,22388.3220025,0.0,4091.23162165,13448.5765206,31568.3125699,32398.6350612,14300.0771209,40158.276274,25290.4598557,13937.9108253,38538.4598909,22417.6209192,18694.7890274,35547.9218635,18350.8844578,42009.1631842,50635.3782674,31874.7929001,32752.1055378,24252.7162731,48975.153962,24629.3515486,54391.2760056,44668.29458,32453.9208901,31904.6207651,40144.5713613,33504.4401975,48056.1651393,59577.2933179,54591.2259055,46614.2153461,59033.0681654,53117.2641947,60671.6499977,43621.2761776,40584.3127335,42087.8597031,48748.6260206,42087.465752,69207.3059142,66153.3506691,45454.8626637,62816.8572338,59897.8894662,62544.7245846,73790.6023171,69395.2012586,61393.149507,55877.1993963,53607.9022813,59518.5275718,74246.6995572,52060.492088,56142.7092782,70646.4969694,81482.3825343,58995.889919,76604.2110045,68593.7966915,63421.2355299,62265.396562,81401.96985,63886.4089189,76900.3317064,71367.2232321,87453.7389588,67483.7385759,82696.758152,89077.2866222,77006.0217493,72525.250538,71243.8206416,80436.4405462,78251.2395337,93180.0687653,84001.5397135,82550.1252628,74344.7258109,91314.5152246,76157.6185425,80665.5335248,83240.4099007,81572.9277502,89808.4239573,94973.0632666,92473.4135024,82224.7965282,85675.4840829,90691.6755617,84953.7238248,102809.492752,94616.851908,90857.8368169,86999.3026582,106491.657878,88860.2654885,93475.3602851,98532.5981317,102578.658835,101246.553848,106318.635356,92974.4316233,93288.7232176,94954.9887392,109302.519082,97601.2986932,98064.8962735,101863.867948,109051.983718,107815.52939,103298.134015,107931.739049,101042.460779,105156.598914,115432.691368,112354.527122,110582.520532,107993.580131,119258.496637,115442.166585,114757.779061,118810.141039,122593.770247,118250.359049,122682.769454
795,11704.4931232,20066.1174059,0.0,12426.0222187,10311.1975628,13811.1596866,20408.9481937,23848.3697796,23465.8278774,9345.81636633,32391.1528606,16786.9157134,24249.0376987,28230.9949982,20966.4623999,22885.3042876,25953.7498095,26899.8704801,31707.7736053,41836.4968778,26425.9801122,27124.8113446,33886.4294699,38732.6823391,31677.5945677,44592.2080242,35548.4252025,33573.4600445,37596.7392775,36390.9137935,41852.552555,40093.5457738,49307.5643392,44854.6526004,40354.9558185,48741.3379272,44390.0045194,50387.1808508,43598.6610062,47930.004881,45547.863922,44876.1994824,50444.197927,59191.4620638,56056.0085749,50931.0599648,53646.7278924,52255.4152841,53967.4684883,63550.5029153,59698.3136206,55054.2973277,54079.5161256,55161.0851752,55492.399659,64006.6011094,58799.0045748,60824.3339259,62900.2491866,71175.4347375,62482.3371823,67398.6669426,63336.9840406,62796.3794097,63561.450466,71591.5691052,69436.9321519,69902.6956106,68611.5046252,77390.4688787,70372.8504409,74031.3934973,79064.8113174,72369.1207318,71699.5825192,71921.4103776,74502.5420967,73878.8296453,82897.6555796,76267.3262046,76413.6394525,76233.0048421,81994.5256591,79497.6620848,79160.0430069,80322.0054035,82437.3209617,84000.0455832,86638.7598355,85407.833536,84299.7573623,85381.1801603,87037.930992,87513.1847375,93346.997321,89783.5152627,89300.2866958,90058.3278553,96612.986142,90676.1007996,90893.3456583,92765.189152,94812.2016313,94553.9229524,97414.766053,93856.3157231,94807.5298958,95068.4961819,100527.000405,96939.6151482,97301.9825539,97982.8796693,101723.311284,102337.798077,101421.876556,102610.170521,101808.186763,102390.697014,107356.367098,105795.000694,106312.548605,106823.313603,111700.034668,112076.392199,112599.935503,113726.946107,115580.186057,113916.987542,116568.762665
796,38723.9399562,46969.8172106,33886.4294699,46302.5603405,24252.7162731,22589.8476289,27124.0253048,55612.2388948,56651.2897178,32851.6756591,64124.8088921,44530.0817684,13056.6487348,61244.2296933,32038.5103143,20429.7929608,55779.4576974,8663.88032175,64559.3791019,74859.7702517,44856.906597,45855.6791968,0.0,72340.1635074,12755.6725092,78459.1571917,63189.5036796,32394.1097171,20106.0302493,48159.5792131,12177.3777656,63679.3256001,82763.8248427,74360.5398078,58734.4121293,81238.9867329,70184.292308,82779.1227187,42881.1804761,21105.3285994,33215.6602966,55548.2269341,19669.9420057,93055.1925084,87023.2022701,30441.5287306,80617.1017756,73941.3768885,78756.575156,97082.9277979,88633.4441572,72293.5367649,57094.3231543,47293.1701347,65346.3827156,95832.9938267,32850.1240038,41710.5227618,84364.1060124,103766.870335,47223.1195623,94086.1429732,76460.2549657,61032.8784097,55454.5966877,100821.843682,46635.4422518,88453.270794,73209.0363829,107877.305124,56332.1548364,98425.3309884,109240.293748,82858.93024,69761.3602816,65042.7294352,89205.4844452,83401.943555,115010.195157,97148.0992051,91712.1291326,65032.5880567,108836.982004,63300.7608718,78906.6353845,84651.7467193,74183.1766468,97841.2823906,109435.549726,103582.733141,71959.6962856,80759.4292162,93453.9771233,73412.150141,120632.136884,100053.558281,88632.2474236,74206.2229245,125874.166316,78841.8663913,93546.7058392,106128.345852,115267.077465,111109.519504,122242.59059,84924.2180139,83747.359442,88602.6910693,124776.947566,92943.8142173,93624.609643,104693.038563,120388.626053,114377.203473,101265.999133,114097.619466,92912.3737517,105172.961063,128718.285413,121562.937737,114055.703516,104114.960145,131005.122806,116554.884361,112987.780992,124064.436984,132778.319517,121649.820786,130478.584289
798,21048.8139091,29207.9199691,9345.81636633,17593.6076776,14300.0771209,18383.2446122,27263.4805392,31249.3842323,29561.6383925,0.0,39420.5338706,11876.3280902,26497.0334136,28950.6996416,11825.3542012,16791.0570685,23000.5410156,24621.007203,32090.1072904,47420.2791832,17898.2736489,18712.9756975,32851.6756591,40508.2267759,27192.414276,48142.8688759,31190.3028868,24874.6899601,31490.4545858,27264.2237935,38309.0147119,33845.3898041,50573.4851086,41852.0895797,32453.371178,48482.117914,39218.1391625,49992.236642,34428.993561,42982.2980307,37654.1382778,35824.941741,46627.276431,61763.1691813,54240.0557473,44225.784302,49207.6471976,45609.1356664,48511.0724398,64881.629985,56432.7181001,47249.4587279,44737.4574797,46317.1050629,46525.063673,62981.7849425,52995.5830545,53400.1986778,56360.5029739,70977.3609647,54364.1110664,62960.6656025,54892.6474186,53483.4314899,54591.675312,68579.7987336,62503.1214672,62635.6955291,59375.3771236,75252.6348253,61919.4027142,68653.7792999,76707.7078824,63661.6677491,62365.9249497,62776.2117347,66459.333757,65071.7903368,82159.1419606,69709.1500888,68502.6885346,67384.4203638,77736.8205047,71189.9433827,69817.8500099,71127.9483964,73306.9086787,75892.6931632,80782.2425456,78207.4700481,75482.8299933,76075.9650337,78019.926955,78852.0579797,89362.9077181,81184.5277094,79962.234697,81582.8421947,93713.5180587,81762.777922,81652.8094193,84643.0280314,88284.5246492,87054.7426853,92371.6107975,84710.4582852,85804.3677134,85799.0358981,95277.9845065,87604.268358,87962.4658512,89042.467094,94762.2698705,94062.7968588,92106.5580693,94254.1977445,92630.6057458,93188.1235225,101170.628393,98202.2008246,97508.3099042,97477.9785488,104958.844256,103006.038405,103315.753057,105263.554544,108346.213887,105141.717487,108676.346391
803,32604.8770091,40984.8101767,20966.4623999,28669.9209401,22417.6209192,25982.0664701,35815.0914134,42741.8716729,40526.662869,11825.3542012,50668.6191572,17069.3974302,30470.8042015,36307.3388514,0.0,11761.8052109,27357.3279302,23425.0803552,38881.3096595,57737.2585146,12836.7802863,13832.9163228,32038.5103143,48070.3740573,22306.9627178,56950.3321781,32503.0431265,13325.7156407,23562.894303,18091.8621534,33574.3040472,31752.9387692,57269.3263976,44137.5751994,26942.1606601,53687.6977576,38531.9227833,54988.3329453,22637.2776762,35994.6653932,26842.0424235,26582.1756266,41001.3781517,69413.4574966,57420.8042872,34789.963573,49062.5544549,41945.1911129,46802.7923999,71262.1942103,57657.344843,41121.7663881,33676.6538836,34542.6250765,37307.8774089,66830.3959713,44497.5504459,42898.5161998,52460.040355,75587.7552376,43119.8123802,62297.3709252,47016.0278713,41928.6135604,42772.0159643,69778.4068957,52455.9161308,57184.7450333,48968.4658933,77442.9138753,50360.3108161,66387.7219244,78586.7630583,54953.2841359,50908.9566271,50975.2658282,59317.7316606,56072.7549506,85938.063523,65428.3728328,61616.3299283,55593.1895603,76983.6027379,59720.1962212,58666.9391913,60834.7752853,61500.5867898,68478.3397448,77496.6961766,72599.1815077,63699.7745243,64480.1691595,68299.1579317,67137.8694244,88806.6435683,72581.8053666,68852.4145318,69976.2504624,94596.2098857,69949.5340404,71125.8211216,77104.495672,83755.6921332,80762.9112811,90204.3813569,72911.5078373,73979.2271664,74118.6768877,92755.534631,76139.5924408,76533.1094144,79495.1935098,89393.8013521,86116.1124242,81170.5047579,86126.7628161,80849.6402273,82783.2279478,97077.0849626,91624.4478481,88291.4691411,86216.2520623,99884.58182,93024.5460754,92539.9452254,96832.0483844,102365.434635,95967.5219533,101436.164128
