ID,71509,71725,71297,71697,71625,71661,71641,71337,71593,71677,71101,71665,71541,71617,71545,71581,71629,71630,71657,71569,71741,71709,71685,5554,71577,71749,71573,71557,5553,71713,71765,71558,45597,71633,3573,71521,3562,3561,71753,71529,3585,71553,45593,71517,45522,45521,71669,71601,71721,5269,71602,5669,55577,5565,45517,71549,71589,45677,71705,71221,71621,55514,71681,55513,45549,5561,55641,71525,45505,55642,45525,71653,55657,55509,55193,5521,55593,55653,55654,1527,45641,5121,55553,1671,5517,45645,1251,1675,55537,45585,1287,55533,1676,55629,45269,45669,55649,55625,1147,55613,45273,45673,1632,1631,5657,1175,5709,55525,45561,45565,55665,55541,55585,55621,45625,45649,55610,55645,55609,13625,45621,13630,45553,45573,55617,13629,55637,45101,55529,45581,55101,55633,45665,55173,45601,55589,45589,45590,55565
71509,0.0,8016.5262481,8402.62591584,9517.14360527,10625.7220401,14083.5633913,14765.288644,16034.3199657,16837.2526654,17784.7216698,18371.1355701,18847.5708976,20170.7255985,21443.7651235,21852.1454701,22574.1763731,22840.4071639,22907.685808,26346.940838,26410.9593534,26442.8419505,28215.1988625,28260.1200057,28652.442353,29133.6404935,29452.152137,30284.6078877,30568.4501843,30915.8964479,32238.2835119,32267.8934109,32751.5966003,34033.5462887,34609.5061668,35016.0387851,35326.6646256,35380.9855195,36287.4954844,37024.4260349,37642.9736328,38003.1098446,38973.8357928,40497.9760909,41287.8537494,41774.9234344,42674.0561994,42710.9950907,42796.1625306,43147.1894797,43294.143263,44235.9664995,44472.8578739,44778.2288668,45630.3187598,46207.3356969,46228.5775136,46379.7032626,47383.422228,48354.2875669,48777.2666915,48895.4345414,49284.3241695,50223.8418733,51766.3247665,52087.6960214,52987.2186727,54109.1528949,54685.3133314,56104.0849036,56369.0777165,56440.3572479,56844.216174,57673.5830702,57717.9151305,58559.9544579,59834.7584048,59959.9368803,60543.6001312,60811.5967505,60969.1593513,61340.0961664,63173.2965983,63259.9381728,63703.9974158,64655.0522712,65259.7559629,65952.7727421,66724.9288199,67059.0458408,67219.4924476,68064.5753775,68781.0339294,68922.9189705,69108.8493949,69139.9950948,69426.8321539,69914.689383,71243.1955422,71447.6233628,71786.4538186,72350.6955164,73235.4100323,73255.3363956,74223.8307981,75196.9192532,76470.9915876,76669.1449953,77219.1997516,77697.0630395,78052.0751332,78475.287763,79875.472074,81782.2678341,81920.4744143,82314.153414,83291.7531401,84497.3001842,84964.4888661,86204.300485,87093.7378537,87943.145386,88492.7058096,88855.9835885,89366.7197483,90595.846185,91044.7322449,91073.6165705,94566.0139161,94646.1444724,94997.1986752,95066.7805387,96023.8614412,97231.0084949,97954.0959572,98466.0808551,100146.082029,101025.167038,102515.614582,103806.377312
5121,63173.2965983,67527.0876314,57406.9781547,58140.7053071,73778.8531384,51203.2251646,59690.0521365,67962.515577,70276.2144273,75387.7766906,76968.5010492,46954.8136942,81459.4369306,60896.3425435,41322.836308,85746.1182063,68301.3951297,65797.2505456,58439.2414167,48290.0201921,83602.9641137,40052.3167878,89800.080649,43044.0872879,52495.089516,86304.3790741,79169.392277,91565.593863,36502.3319625,67186.3713684,79618.0362397,93731.280984,29157.8329313,97617.8518267,70126.162569,43765.7359274,62470.0442941,61572.6315397,99760.2643631,92014.5592939,52150.3865194,97784.7230713,36109.52328,103275.288754,25599.5508533,22254.9223575,67504.383484,78969.3669414,92197.8175666,38918.376504,82882.2517453,34659.408187,57085.7775093,19746.5610334,30617.3438377,89136.9909111,109507.278847,45496.2839656,103247.770882,108150.807072,108476.843115,68016.243012,112074.404586,69352.9942603,20402.4316019,22780.0047822,101000.574661,112050.205137,47276.2054821,102427.036965,33945.6265725,108459.064899,98731.9861521,84783.1340629,64806.2267817,3368.22905648,66922.3904731,95666.1914685,95638.1289492,116366.643745,21506.3935866,0.0,110188.445641,121394.081752,19552.9328588,52934.743172,120381.41039,116726.125727,85683.2181411,15338.2551179,120474.184342,111019.254363,118621.957461,63851.3788523,28823.4415667,30740.3030983,78117.6622272,108536.544877,121323.858654,98332.7852957,47058.3045874,49968.2718937,119176.711723,119613.827972,15769.0959301,125993.372272,13507.8899638,76006.473927,43454.8924561,34633.7350794,112427.030252,89516.2175556,108770.338616,101012.018235,28059.2639406,67109.0482384,98208.2413988,77405.608072,99992.5736382,122916.803745,47229.0789327,118813.598046,37617.0683188,63647.2725504,87715.7500784,119323.529521,112977.652965,68928.1936206,111292.472349,80888.9828803,91690.0250391,105250.31443,58667.8519562,118208.555044,66770.9239375,101744.54828,80683.2313454,82089.9013852,96319.5364125
55509,57717.9151305,64855.6013587,52129.9508148,50177.2491126,58182.0225414,65366.586702,71674.6290386,42134.9060691,42189.0750818,72755.9808303,72356.0476732,51951.3573438,51594.7393841,37396.2101671,61545.4446597,62626.6770612,80548.5847987,80569.3832923,82553.6390341,78406.5352001,43070.329206,51060.4839556,74062.8628314,77509.7115642,37059.0989903,81749.0618487,31688.6002827,52481.3308594,74698.4015961,25906.916224,89006.8307939,53053.2202203,65806.3168562,64171.3961127,92653.2103054,42448.1012056,91958.5663545,92601.9125613,74844.9674202,38377.6443954,91364.044575,48604.5286055,49031.4847002,60600.5054635,60702.2025559,65147.2002519,18460.3032842,15650.1236079,29740.6526224,90341.2030929,16371.3621345,89139.5483444,27702.9373016,78765.7353861,54171.4579356,20695.5324697,72579.8812114,39738.9804841,42498.5153796,54482.7880285,55206.9914585,16823.8469029,64800.8565476,15877.0615676,64528.7929749,90297.6510464,28915.9909496,51824.2793211,41479.9820948,28465.2906281,54127.3195471,39447.7969863,20573.4987032,0.0,24930.4474982,82672.3866958,23727.3178933,13005.67974,12756.1035427,50501.6726584,67608.3041595,84783.1340629,34092.3177393,58398.6998688,98135.9615268,42950.0885869,51470.256191,42379.4666813,11851.6624589,77206.459621,48367.6492767,29982.2121777,43364.4124642,36063.1630898,68204.5859484,66880.3873663,22637.9618709,24748.22819,45608.5322098,14901.1531088,55586.1501211,53894.7749839,39694.5274554,39571.1785638,86872.8890998,48872.6986078,95495.2641822,34199.9252421,64947.3962298,73231.1250012,27651.9570959,26609.2042686,25668.1462718,24289.0822765,85228.1556077,50469.8161536,28084.5160424,43507.5419187,29573.547989,38156.8301713,75052.7989432,34710.2574512,85746.7143798,61958.8245302,43020.1194718,36037.3874951,33638.0279743,64678.814467,36989.075463,54896.3177805,46517.33641,40076.7238669,78118.9622661,40409.2339185,72457.3166531,47295.461189,64031.8033853,65100.5604036,55980.0446082
71517,41287.8537494,40359.7056002,45894.599256,45143.6560336,31076.0899042,55192.8255178,51694.2996696,36544.8007125,34254.5218484,38943.5527631,37188.992586,56449.6703011,21817.540943,45930.6882512,62504.90626,21109.2485638,51993.6171438,54025.2815687,61646.7369124,65867.4750499,22159.3024737,64529.1352601,27327.0614836,69153.1854955,56999.0799521,38593.9177144,32638.4180296,12008.3019198,72146.495434,47576.4466307,51947.2089078,10037.3570007,74303.7383705,9718.70032941,63192.1054413,66564.3796548,68098.7087082,69458.6265623,19892.930219,22229.0873829,75005.1162635,12046.5972929,74143.2609164,0.0,79559.6065724,81599.7137215,57192.0389641,46994.9275459,31173.108044,83344.2601557,44647.96289,85096.7473423,66569.6261619,86707.3290597,80867.5313076,40104.3024323,12043.844909,75437.7090912,22150.8741585,12323.2271839,11880.4993271,63773.275886,8936.05171817,65564.4530749,89149.1072707,94251.0758813,37393.6694794,20346.0436281,83004.8893533,39531.2760362,88792.0197647,31682.9118971,46409.3603583,60600.5054635,76270.3349477,100016.103398,76574.4562984,54313.8418369,54752.0444742,28125.9316063,97395.0643305,103275.288754,42037.7967885,26639.5161723,105942.840265,90151.7442123,33293.7904908,40128.8476128,72451.3928776,104857.972722,37762.1128666,51206.2961244,42063.4075107,89102.9944318,103473.664323,103210.593593,81592.8426118,58198.4983492,43657.9100309,68803.0093132,100701.878737,100525.038239,49884.238072,51207.4050964,113720.185336,47923.865764,116749.430131,92295.0437733,108262.131019,111708.285322,66388.2764101,87209.2622877,75085.3853326,81695.4598407,118798.302874,104826.963964,87586.8312846,101543.632318,88764.7652945,70866.2112401,119185.317171,77037.9115496,123761.749228,114152.662704,103095.651712,80776.2302831,86134.9319207,118383.628825,92963.8614465,112930.668757,106863.52938,99416.4821082,126380.006097,92754.3258779,124461.293573,107771.336027,121141.269701,122430.582646,116337.692832
71521,35326.6646256,43013.9369741,26930.4260015,26114.4398917,43419.8703428,33287.8409541,43015.2240611,30266.8784425,32461.2097894,52918.2463084,53657.3011641,17964.2178213,46168.3746107,20641.5122484,24213.8151512,54393.3209192,53934.0235606,52662.0586077,50616.3397175,42968.200708,44719.4381158,10929.1637051,62780.6194531,40191.561338,9819.89773244,64739.4390044,37366.1734075,54600.8092967,35382.568749,23752.3160064,65382.715081,56527.7427014,24098.330403,63681.0510449,63222.9457483,0.0,59444.7955807,59568.7161434,69758.3873545,50785.01478,55133.9280617,58392.2063165,8183.49776274,66564.3796548,18541.9415142,22817.8856465,24278.5770921,35203.7942234,49329.4785355,50483.2146206,39126.46347,48486.1810147,16282.4918511,36412.3012074,14955.9296003,45494.7057566,75544.5034177,12394.4834639,61490.3001195,68468.3815613,68930.4160098,26537.369012,74637.4430094,28502.4447904,24854.5819623,48034.3790481,57480.0912104,70959.3024364,21051.0599476,58801.6193452,22377.3107678,65521.9282797,54974.1257996,42448.1012056,29152.3696433,41242.8203773,31149.1374368,52306.3049759,52316.7104893,74268.7155146,31525.0567122,43765.7359274,66536.9285497,80117.2193161,55718.2791776,30465.5830591,77849.0089928,73318.1012167,46195.6087846,40077.3903668,77424.2224768,67285.8346972,75146.4669217,36358.4852424,36916.2647488,36656.5030395,43008.1000852,65190.501036,77836.5028057,56920.740165,37064.319766,37909.6701766,75421.9783477,75849.8451567,49662.955677,82417.2212802,55879.4222476,46695.0706596,42978.6189197,45198.0602231,69720.3418573,54620.8547476,67696.7104501,62388.2984357,52680.1343343,48981.0764031,61828.5624821,52842.4045487,63684.1523538,80086.7217218,53610.3883031,77134.5940044,57202.4594187,54151.2119625,60432.1154634,78237.8702309,73824.938281,59445.1723549,74247.7168263,61679.9664862,64984.1332057,71567.6483282,62247.9790779,79917.1782275,63139.9098645,72315.5828584,66705.7115103,68227.427893,72744.6547165
55525,77219.1997516,85212.8832343,69429.8828873,67877.3950765,81718.898505,79192.0009353,88182.2392337,64914.6911388,66041.7586073,94665.0995689,94854.2631807,63613.3453981,78700.9800971,56176.46022,70896.2527938,89470.5363836,98730.4796082,97880.8887169,96910.511119,89650.3968017,72025.8094003,57615.9997318,100236.767189,86828.5711966,48675.201065,105532.055701,60337.0093474,82517.6892712,81633.1840258,47631.4822292,109333.8989,83579.5103222,69038.7203325,94056.0415513,109125.29784,46695.0706596,105945.035877,106139.873908,103587.405363,70407.9901912,101786.83803,80692.169625,48185.4885908,92295.0437733,58902.447974,63335.5033153,36492.5694204,45334.9117143,62817.7389076,96038.2273979,48088.1108668,93441.0606613,32649.1521705,78374.1913303,49258.5190519,54028.4072556,103907.237184,35757.5226827,76206.67241,87778.1972148,88478.1217456,29428.9081612,97601.0819938,27245.9402545,56914.8049295,89712.2683208,63115.9048397,85788.9855037,29830.433007,62613.6259525,42196.584362,73647.2658377,54522.0280115,34199.9252421,18666.8435198,75151.5895412,17311.3960907,46086.0665629,45719.6423303,84701.5856357,54837.4586269,76006.473927,67742.2122135,92588.8450069,93744.4842342,23102.5275333,85564.8529736,76031.1094437,24217.5858367,63524.2327037,82197.4275727,61997.8554736,76778.3359808,12188.2793308,50649.9839566,48767.0267136,11595.6971157,54567.3846513,78803.7331725,37261.4860148,32386.0960789,29583.8404626,71790.8310978,71364.321336,71769.5002988,81453.0010553,82824.2094494,0.0,40962.4255396,51732.5792562,53129.7263747,16411.2751575,43709.8523926,31504.0781642,65429.5218668,18197.8231375,25426.5189364,9375.15136779,26845.2477734,62322.5394095,48498.4166603,53912.48794,62501.2433144,30305.6628109,13747.6449017,52486.4852555,42514.2550437,31717.0545045,37828.6126193,20844.5586154,18304.4633356,29556.245803,48003.2679046,45778.5320203,40155.6641841,26368.9724712,29832.9891169,30919.1156953,26604.0084435
55529,94646.1444724,101842.42684,88737.2034685,86816.1558868,95034.4145591,101519.581189,108395.135594,79123.8844433,79144.4368051,109679.41446,109226.400548,87195.4108452,87737.46432,73931.7898258,96344.4959575,98605.4720665,117486.241758,117439.232966,119027.473341,114127.546778,78688.4780693,84418.7942178,110080.293395,112655.836777,71546.28481,118348.329908,67958.8535212,86975.8225047,108977.481359,62563.9855155,125978.376826,87101.9349963,98339.1890113,98329.2934466,129493.885856,74247.7168263,128442.323026,129007.388103,109543.775085,71695.4544204,127031.240399,81087.5181889,78777.7913696,92963.8614465,90579.0546837,95196.6485993,53292.5990923,52443.2817252,62248.6260261,124449.224373,52249.3321294,122679.78171,57966.214466,109958.350869,81987.6590832,54000.2948189,104923.306576,66897.2135636,71784.4168412,84104.9829897,84846.6953949,48337.5816401,95024.0518258,46074.177689,91213.5452064,121639.313658,56057.6326052,78937.5249934,64024.7648514,54244.5756379,77509.9601038,64671.6766305,46638.5427408,36989.075463,46810.7212712,109941.878391,44657.3974554,38756.5893666,38329.5288931,74543.2458146,90959.1895894,111292.472349,55031.9685472,82369.2469218,127572.942665,59748.655712,72996.2450468,61835.9311309,28475.5647753,100129.85866,68037.7760226,45916.5853473,61466.2698527,48794.3852799,87913.2597253,86101.8041624,33174.820107,37158.2062355,62383.0622681,24442.1886045,70140.565247,67384.9159169,53523.5044929,52496.9455911,108862.148442,62772.0681939,119465.015736,37828.6126193,78788.9139969,89530.0162211,30484.621383,22060.4130203,18979.0194181,12726.0353908,103182.744854,54489.0168432,13093.9130041,42063.9395923,11348.9062371,34581.5111219,85929.930296,23967.8657614,100279.942236,65963.3496131,33165.4964668,20526.9816525,8973.19347855,65529.1425906,0.0,48980.3258824,32834.36041,12434.6530558,83867.5499629,8238.53615784,74270.9053842,24613.0506551,58073.9076905,58325.3849722,38992.3080264
45525,56440.3572479,63644.1498864,48234.6186908,47748.1205493,65320.032264,51025.0194417,61259.5052099,52634.3330883,54810.9468378,73414.6286164,74385.9607796,37769.2196232,68545.403688,42887.2279686,39907.6250821,76583.0475025,72111.6820819,70360.0032611,66275.3458576,56869.3916531,66793.0520443,28491.4063529,84475.5718169,52633.6186902,31793.4208807,85353.2835891,58471.9033229,76870.343704,46063.6607506,43629.7865968,84020.4962443,78757.5455095,32460.8107004,86057.7006234,79347.8549911,22377.3107678,73924.1797046,73664.0647856,91931.2776592,71901.9221749,66884.8578313,80155.6963653,15942.5809598,88792.0197647,20306.564344,23775.872654,39385.2401265,52457.0638221,69046.2338369,57979.180841,56590.5781781,54654.2935915,27523.100716,37975.7288924,11185.003319,63564.3081148,97918.1869847,15194.3430895,82051.2265609,90015.5601978,90520.4582213,37548.0826558,96710.614781,38250.2682304,14970.8514549,48614.5713372,75654.1262873,91819.1955605,13601.2565407,76545.597595,0.0,84758.4698983,71148.8465146,54127.3195471,31615.8824942,32960.25457,33647.8234783,66281.2904863,66159.509894,94338.0241463,13746.377434,33945.6265725,83978.5862225,100745.12589,51621.9279433,19330.8312376,97416.6962224,91484.3513287,52951.1597347,23309.6944681,96272.2072598,82796.8742107,93091.96471,30010.004442,15230.1176265,14587.6316612,44370.9274829,78777.7645363,95701.4693601,66378.4321818,18006.2565795,20080.6705337,91864.5156166,92050.8833506,32824.8133805,99907.5415055,42318.4861937,42196.584362,21340.7869655,22929.97005,81456.8030185,55629.4870788,76379.0624462,67657.5468765,32081.2840772,35905.0893322,64416.0479967,44507.2806382,66179.2434756,91946.9099952,31529.4422952,86699.2383113,35245.9925328,36675.3218981,54428.6166323,86793.3322445,79652.5811069,42308.9995483,77509.9601038,49924.9429364,58606.0118095,71313.4170875,40991.4196491,84609.390429,43900.1520759,68239.3274138,52135.4005758,53660.2841481,64214.13001
71525,54685.3133314,56137.5927152,56744.0321499,55416.0332118,46067.7701954,68660.5800778,67489.641966,44382.0012727,42145.5708402,57047.5192967,55459.9854945,65636.6006015,34797.168796,51340.3922024,73553.6810351,39078.1098561,69855.3346359,71573.9928856,78393.1312119,80883.8631196,29053.7677275,72026.5676486,47228.5850322,83334.6198095,61175.1171692,58444.9701841,33593.5947738,25109.3570558,85018.1346537,48202.4236143,71375.3076923,23214.8344674,84274.3808096,29766.8034193,81752.882312,70959.3024364,85788.6033179,87060.468593,40202.3395987,20209.8306976,91414.710885,15764.0738079,79090.6263293,20346.0436281,86902.6018131,89809.4638734,54854.8527511,42133.3728763,23779.933676,97975.0927181,38519.6667513,99090.188494,66138.0780958,97659.678122,85906.4511682,31920.7946325,29685.0902042,77108.8938027,9997.6960879,8023.41229768,8492.30050963,60180.5337798,17504.7330127,61337.3162513,95397.1962925,106632.908711,23630.8770989,0.0,83330.2330282,25002.5737726,91819.1955605,14291.2168265,33244.8970272,51824.2793211,72533.6126356,108985.98414,72259.9354188,42120.5475229,42563.6936445,7782.37221508,102470.955401,112050.205137,24505.0515765,9354.2968813,117770.105962,88811.4159634,13006.5950822,20552.2878257,63194.9578078,110936.996212,17456.7436551,34054.1975808,22273.7111527,85288.1624515,107019.264529,106384.998958,74350.018069,42199.1247721,23576.5478029,56082.4381127,100600.879477,99824.1127966,30644.0383741,31994.4837511,120373.074277,27641.72453,125194.561895,85788.9855037,109105.271212,114437.321102,50003.3094249,77444.1802545,60181.6324278,69000.725275,123436.75636,100752.628117,75894.1758934,95155.7875432,76760.3459533,52707.249568,120007.913237,60177.5632288,126993.084211,111349.201777,94661.8473035,64139.3732409,71201.0884861,114863.644304,78937.5249934,106603.139172,97899.5906239,87131.3762325,125624.80414,77377.4266079,121910.830335,96885.4641289,115552.433002,116686.722877,107267.580801
